ID,brand,name,category,description,ingredients,price_rsd,shade
15597,LuxeSkin,PureMatte Foundation,lip gloss,"Infused with nourishing ingredients for radiant look. Soft, creamy formula suitable for all skin types.","aloe vera extract, panthenol, cetearyl alcohol, silica, cetyl alcohol",7666,3
15598,Glamora,SilkySmooth Mascara,lip gloss,Infused with nourishing ingredients for radiant look. Intense color payoff with easy blendability.,"niacinamide, dimethicone, glycerin, titanium dioxide, hyaluronic acid",4592,3
15599,ColorMuse,SoftBlend Eyeshadow,lip gloss,High coverage and lightweight feel. Infused with nourishing ingredients for radiant look.,"water, aloe vera extract, iron oxides, glycerin, mica",5044,Deep
15600,SkinTone,HydraWear Concealer,lip gloss,"Soft, creamy formula suitable for all skin types. Intense color payoff with easy blendability.","mica, glycerin, tocopherol, hyaluronic acid, shea butter",624,1
15601,FaceCraft,ShineLess Powder,lip gloss,Intense color payoff with easy blendability. Buildable coverage and comfortable wear all day.,"titanium dioxide, mica, cetearyl alcohol, vitamin e, cetyl alcohol",2872,Light
15602,AuraBeauty,CloudTint Cream Blush,lip gloss,"Soft, creamy formula suitable for all skin types. Long-lasting formula with smooth application.","mica, cetyl alcohol, iron oxides, water, niacinamide",410,4
15603,ProLuxe,LashLift Mascara,lip gloss,Buildable coverage and comfortable wear all day. High coverage and lightweight feel.,"iron oxides, titanium dioxide, water, niacinamide, hyaluronic acid",7605,Light
15604,MakeUpArt,NudeBloom Lip Gloss,lip gloss,Matte effect that lasts all day. Infused with nourishing ingredients for radiant look.,"titanium dioxide, panthenol, cetyl alcohol, niacinamide, cetearyl alcohol",5428,3
15605,Cosmetica,Velvet Touch Lipstick,lip gloss,Infused with nourishing ingredients for radiant look. Matte effect that lasts all day.,"panthenol, hyaluronic acid, shea butter, tocopherol, cetyl alcohol",2648,Rose
15606,BeautyPro,Radiant Glow Blush,lip gloss,Matte effect that lasts all day. Intense color payoff with easy blendability.,"mica, aloe vera extract, vitamin e, dimethicone, titanium dioxide",826,Nude
15607,LuxeSkin,PureMatte Foundation,lip gloss,Intense color payoff with easy blendability. Moisturizing texture with natural finish.,"panthenol, shea butter, tocopherol, dimethicone, aloe vera extract",5595,3
15608,Glamora,SilkySmooth Mascara,lip gloss,"Buildable coverage and comfortable wear all day. Soft, creamy formula suitable for all skin types.","niacinamide, silica, panthenol, hyaluronic acid, dimethicone",3117,Tan
15609,ColorMuse,SoftBlend Eyeshadow,lip gloss,Buildable coverage and comfortable wear all day. Infused with nourishing ingredients for radiant look.,"tocopherol, mica, aloe vera extract, cetyl alcohol, vitamin e",798,Deep
15610,SkinTone,HydraWear Concealer,lip gloss,"Soft, creamy formula suitable for all skin types. High coverage and lightweight feel.","titanium dioxide, iron oxides, panthenol, mica, niacinamide",7718,Nude
15611,FaceCraft,ShineLess Powder,lip gloss,Intense color payoff with easy blendability. Buildable coverage and comfortable wear all day.,"shea butter, iron oxides, silica, cetyl alcohol, dimethicone",728,Rose
15612,AuraBeauty,CloudTint Cream Blush,lip gloss,Intense color payoff with easy blendability. Infused with nourishing ingredients for radiant look.,"dimethicone, tocopherol, aloe vera extract, titanium dioxide, cetearyl alcohol",834,Nude
15613,ProLuxe,LashLift Mascara,lip gloss,High coverage and lightweight feel. Intense color payoff with easy blendability.,"vitamin e, iron oxides, aloe vera extract, dimethicone, silica",4600,Light
15614,MakeUpArt,NudeBloom Lip Gloss,lip gloss,Infused with nourishing ingredients for radiant look. Buildable coverage and comfortable wear all day.,"silica, shea butter, cetearyl alcohol, aloe vera extract, niacinamide",4123,Deep
15615,Cosmetica,Velvet Touch Lipstick,lip gloss,Matte effect that lasts all day. Moisturizing texture with natural finish.,"cetyl alcohol, hyaluronic acid, aloe vera extract, iron oxides, cetearyl alcohol",4725,Tan
15616,BeautyPro,Radiant Glow Blush,lip gloss,Buildable coverage and comfortable wear all day. Infused with nourishing ingredients for radiant look.,"cetyl alcohol, water, cetearyl alcohol, silica, hyaluronic acid",4132,Medium
15617,LuxeSkin,PureMatte Foundation,lip gloss,Moisturizing texture with natural finish. High coverage and lightweight feel.,"vitamin e, mica, niacinamide, tocopherol, water",6129,Beige
15618,Glamora,SilkySmooth Mascara,lip gloss,"Buildable coverage and comfortable wear all day. Soft, creamy formula suitable for all skin types.","aloe vera extract, glycerin, vitamin e, niacinamide, cetyl alcohol",5806,Nude
15619,ColorMuse,SoftBlend Eyeshadow,lip gloss,Long-lasting formula with smooth application. Infused with nourishing ingredients for radiant look.,"water, aloe vera extract, cetyl alcohol, dimethicone, titanium dioxide",2357,Beige
15620,SkinTone,HydraWear Concealer,lip gloss,Intense color payoff with easy blendability. Infused with nourishing ingredients for radiant look.,"cetearyl alcohol, iron oxides, vitamin e, panthenol, aloe vera extract",4782,1
15621,FaceCraft,ShineLess Powder,lip gloss,Long-lasting formula with smooth application. Buildable coverage and comfortable wear all day.,"water, hyaluronic acid, mica, cetyl alcohol, glycerin",4516,Light
15622,AuraBeauty,CloudTint Cream Blush,lip gloss,High coverage and lightweight feel. Buildable coverage and comfortable wear all day.,"shea butter, water, cetyl alcohol, vitamin e, niacinamide",8262,Deep
15623,ProLuxe,LashLift Mascara,lip gloss,Matte effect that lasts all day. Intense color payoff with easy blendability.,"cetearyl alcohol, hyaluronic acid, mica, panthenol, iron oxides",2795,Peach
15624,MakeUpArt,NudeBloom Lip Gloss,lip gloss,"Infused with nourishing ingredients for radiant look. Soft, creamy formula suitable for all skin types.","vitamin e, hyaluronic acid, cetearyl alcohol, mica, dimethicone",6856,Beige
15625,Cosmetica,Velvet Touch Lipstick,lip gloss,"Soft, creamy formula suitable for all skin types. Buildable coverage and comfortable wear all day.","glycerin, silica, dimethicone, hyaluronic acid, tocopherol",7508,5
15626,BeautyPro,Radiant Glow Blush,lip gloss,"High coverage and lightweight feel. Soft, creamy formula suitable for all skin types.","niacinamide, dimethicone, iron oxides, titanium dioxide, hyaluronic acid",8778,Light
15627,LuxeSkin,PureMatte Foundation,lip gloss,Long-lasting formula with smooth application. Moisturizing texture with natural finish.,"vitamin e, niacinamide, water, iron oxides, hyaluronic acid",5613,Tan
15628,Glamora,SilkySmooth Mascara,lip gloss,Long-lasting formula with smooth application. Buildable coverage and comfortable wear all day.,"hyaluronic acid, panthenol, glycerin, niacinamide, iron oxides",5902,Deep
15629,ColorMuse,SoftBlend Eyeshadow,lip gloss,Matte effect that lasts all day. Infused with nourishing ingredients for radiant look.,"hyaluronic acid, tocopherol, water, cetearyl alcohol, aloe vera extract",6705,2
15630,SkinTone,HydraWear Concealer,lip gloss,High coverage and lightweight feel. Intense color payoff with easy blendability.,"dimethicone, shea butter, iron oxides, hyaluronic acid, cetearyl alcohol",8078,Pink
15631,FaceCraft,ShineLess Powder,lip gloss,Buildable coverage and comfortable wear all day. Matte effect that lasts all day.,"iron oxides, aloe vera extract, dimethicone, shea butter, vitamin e",1619,Deep
15632,AuraBeauty,CloudTint Cream Blush,lip gloss,Moisturizing texture with natural finish. Matte effect that lasts all day.,"tocopherol, aloe vera extract, panthenol, titanium dioxide, vitamin e",7203,4
15633,ProLuxe,LashLift Mascara,lip gloss,Long-lasting formula with smooth application. Moisturizing texture with natural finish.,"glycerin, panthenol, titanium dioxide, mica, dimethicone",8780,Light
15634,MakeUpArt,NudeBloom Lip Gloss,lip gloss,Infused with nourishing ingredients for radiant look. Buildable coverage and comfortable wear all day.,"cetyl alcohol, mica, silica, hyaluronic acid, titanium dioxide",1126,Rose
15635,Cosmetica,Velvet Touch Lipstick,lip gloss,"Intense color payoff with easy blendability. Soft, creamy formula suitable for all skin types.","hyaluronic acid, glycerin, silica, niacinamide, cetyl alcohol",4830,Deep
15636,BeautyPro,Radiant Glow Blush,lip gloss,"Soft, creamy formula suitable for all skin types. Intense color payoff with easy blendability.","silica, cetearyl alcohol, dimethicone, hyaluronic acid, water",4268,5
15637,LuxeSkin,PureMatte Foundation,lip gloss,"Soft, creamy formula suitable for all skin types. Infused with nourishing ingredients for radiant look.","glycerin, mica, tocopherol, cetearyl alcohol, niacinamide",5492,Peach
15638,Glamora,SilkySmooth Mascara,lip gloss,"Infused with nourishing ingredients for radiant look. Soft, creamy formula suitable for all skin types.","water, titanium dioxide, panthenol, mica, silica",706,Peach
15639,ColorMuse,SoftBlend Eyeshadow,lip gloss,Moisturizing texture with natural finish. Infused with nourishing ingredients for radiant look.,"cetearyl alcohol, tocopherol, silica, shea butter, dimethicone",7962,Light
15640,SkinTone,HydraWear Concealer,lip gloss,"Buildable coverage and comfortable wear all day. Soft, creamy formula suitable for all skin types.","titanium dioxide, silica, cetearyl alcohol, iron oxides, mica",7676,Pink
15641,FaceCraft,ShineLess Powder,lip gloss,Long-lasting formula with smooth application. High coverage and lightweight feel.,"cetyl alcohol, tocopherol, titanium dioxide, vitamin e, water",2733,Peach
15642,AuraBeauty,CloudTint Cream Blush,lip gloss,"Matte effect that lasts all day. Soft, creamy formula suitable for all skin types.","cetyl alcohol, iron oxides, glycerin, vitamin e, tocopherol",6276,2
15643,ProLuxe,LashLift Mascara,lip gloss,High coverage and lightweight feel. Moisturizing texture with natural finish.,"silica, vitamin e, shea butter, tocopherol, panthenol",4401,2
15644,MakeUpArt,NudeBloom Lip Gloss,lip gloss,Buildable coverage and comfortable wear all day. High coverage and lightweight feel.,"hyaluronic acid, tocopherol, vitamin e, cetearyl alcohol, water",1215,Tan
15645,Cosmetica,Velvet Touch Lipstick,lip gloss,Buildable coverage and comfortable wear all day. Infused with nourishing ingredients for radiant look.,"tocopherol, niacinamide, water, silica, panthenol",5419,Nude
15646,BeautyPro,Radiant Glow Blush,lip gloss,Long-lasting formula with smooth application. Infused with nourishing ingredients for radiant look.,"titanium dioxide, aloe vera extract, mica, iron oxides, tocopherol",661,Tan
15647,LuxeSkin,PureMatte Foundation,lip gloss,"Soft, creamy formula suitable for all skin types. Buildable coverage and comfortable wear all day.","vitamin e, tocopherol, aloe vera extract, silica, glycerin",488,5
15648,Glamora,SilkySmooth Mascara,lip gloss,Moisturizing texture with natural finish. Matte effect that lasts all day.,"tocopherol, glycerin, panthenol, titanium dioxide, shea butter",8519,Rose
15649,ColorMuse,SoftBlend Lip Gloss,lip gloss,Buildable coverage and comfortable wear all day. Matte effect that lasts all day.,"iron oxides, cetearyl alcohol, mica, silica, dimethicone",2424,Peach
15650,SkinTone,HydraWear Concealer,lip gloss,Moisturizing texture with natural finish. High coverage and lightweight feel.,"silica, aloe vera extract, glycerin, dimethicone, panthenol",3236,Pink
15651,FaceCraft,ShineLess Powder,lip gloss,Long-lasting formula with smooth application. Infused with nourishing ingredients for radiant look.,"dimethicone, cetyl alcohol, hyaluronic acid, silica, niacinamide",7326,Light
15652,AuraBeauty,CloudTint Cream Blush,lip gloss,"Buildable coverage and comfortable wear all day. Soft, creamy formula suitable for all skin types.","cetyl alcohol, shea butter, titanium dioxide, aloe vera extract, cetearyl alcohol",6500,Beige
15653,ProLuxe,LashLift Mascara,lip gloss,"Soft, creamy formula suitable for all skin types. Moisturizing texture with natural finish.","aloe vera extract, hyaluronic acid, panthenol, iron oxides, vitamin e",5843,Peach
15654,MakeUpArt,NudeBloom Lip Gloss,lip gloss,Long-lasting formula with smooth application. Infused with nourishing ingredients for radiant look.,"vitamin e, dimethicone, water, niacinamide, hyaluronic acid",6763,2
15655,Cosmetica,Velvet Touch Lipstick,lip gloss,Long-lasting formula with smooth application. High coverage and lightweight feel.,"vitamin e, mica, cetyl alcohol, niacinamide, tocopherol",5697,Rose
15656,BeautyPro,Radiant Glow Blush,lip gloss,Long-lasting formula with smooth application. Matte effect that lasts all day.,"mica, iron oxides, titanium dioxide, glycerin, niacinamide",1945,Light
15657,LuxeSkin,PureMatte Foundation,lip gloss,"High coverage and lightweight feel. Soft, creamy formula suitable for all skin types.","silica, dimethicone, cetearyl alcohol, titanium dioxide, iron oxides",1658,4
15658,Glamora,SilkySmooth Mascara,lip gloss,"Long-lasting formula with smooth application. Soft, creamy formula suitable for all skin types.","titanium dioxide, tocopherol, aloe vera extract, silica, mica",7163,Beige
15659,ColorMuse,SoftBlend Eyeshadow,lip gloss,Matte effect that lasts all day. High coverage and lightweight feel.,"niacinamide, aloe vera extract, dimethicone, mica, silica",656,Nude
15660,SkinTone,HydraWear Concealer,lip gloss,"Long-lasting formula with smooth application. Soft, creamy formula suitable for all skin types.","cetearyl alcohol, vitamin e, iron oxides, mica, glycerin",6316,5
15661,FaceCraft,ShineLess Powder,lip gloss,"Soft, creamy formula suitable for all skin types. Infused with nourishing ingredients for radiant look.","water, aloe vera extract, vitamin e, glycerin, tocopherol",7443,Rose
15662,AuraBeauty,CloudTint Cream Blush,lip gloss,Moisturizing texture with natural finish. Long-lasting formula with smooth application.,"vitamin e, panthenol, cetyl alcohol, dimethicone, water",8763,Pink
15663,ProLuxe,LashLift Mascara,lip gloss,"Soft, creamy formula suitable for all skin types. Matte effect that lasts all day.","water, aloe vera extract, dimethicone, glycerin, shea butter",8238,Beige
15664,MakeUpArt,NudeBloom Lip Gloss,lip gloss,High coverage and lightweight feel. Infused with nourishing ingredients for radiant look.,"shea butter, water, glycerin, panthenol, dimethicone",2818,4
15665,Cosmetica,Velvet Touch Lipstick,lip gloss,"Soft, creamy formula suitable for all skin types. High coverage and lightweight feel.","cetearyl alcohol, dimethicone, niacinamide, iron oxides, hyaluronic acid",2493,4
15666,BeautyPro,Radiant Glow Blush,lip gloss,Intense color payoff with easy blendability. Moisturizing texture with natural finish.,"water, hyaluronic acid, niacinamide, vitamin e, panthenol",8439,5
15667,LuxeSkin,PureMatte Foundation,lip gloss,High coverage and lightweight feel. Intense color payoff with easy blendability.,"cetyl alcohol, hyaluronic acid, aloe vera extract, tocopherol, iron oxides",6427,Nude
15668,Glamora,SilkySmooth Mascara,lip gloss,Intense color payoff with easy blendability. Moisturizing texture with natural finish.,"cetearyl alcohol, tocopherol, aloe vera extract, hyaluronic acid, water",8076,3
15669,ColorMuse,SoftBlend Eyeshadow,lip gloss,Long-lasting formula with smooth application. Matte effect that lasts all day.,"water, vitamin e, panthenol, glycerin, aloe vera extract",946,Pink
15670,SkinTone,HydraWear Concealer,lip gloss,Moisturizing texture with natural finish. Long-lasting formula with smooth application.,"silica, hyaluronic acid, titanium dioxide, panthenol, niacinamide",1162,Light
15671,FaceCraft,ShineLess Powder,lip gloss,Buildable coverage and comfortable wear all day. Infused with nourishing ingredients for radiant look.,"shea butter, glycerin, vitamin e, dimethicone, water",3026,Peach
15672,AuraBeauty,CloudTint Cream Blush,lip gloss,Matte effect that lasts all day. Buildable coverage and comfortable wear all day.,"niacinamide, cetearyl alcohol, hyaluronic acid, panthenol, dimethicone",1604,1
15673,ProLuxe,LashLift Mascara,lip gloss,Long-lasting formula with smooth application. Buildable coverage and comfortable wear all day.,"glycerin, aloe vera extract, iron oxides, titanium dioxide, shea butter",3590,Peach
15674,MakeUpArt,NudeBloom Lip Gloss,lip gloss,Matte effect that lasts all day. Intense color payoff with easy blendability.,"niacinamide, glycerin, tocopherol, cetearyl alcohol, panthenol",3975,Peach
15675,Cosmetica,Velvet Touch Lipstick,lip gloss,Matte effect that lasts all day. High coverage and lightweight feel.,"cetearyl alcohol, aloe vera extract, silica, vitamin e, mica",4128,2
15676,BeautyPro,Radiant Glow Blush,lip gloss,Buildable coverage and comfortable wear all day. Intense color payoff with easy blendability.,"niacinamide, aloe vera extract, cetyl alcohol, iron oxides, shea butter",8316,3
15677,LuxeSkin,PureMatte Foundation,lip gloss,Long-lasting formula with smooth application. High coverage and lightweight feel.,"iron oxides, hyaluronic acid, dimethicone, niacinamide, cetearyl alcohol",5884,4
15678,Glamora,SilkySmooth Mascara,lip gloss,"Soft, creamy formula suitable for all skin types. Infused with nourishing ingredients for radiant look.","titanium dioxide, panthenol, cetearyl alcohol, water, tocopherol",6297,Rose
15679,ColorMuse,SoftBlend Eyeshadow,lip gloss,Matte effect that lasts all day. Moisturizing texture with natural finish.,"glycerin, vitamin e, hyaluronic acid, niacinamide, dimethicone",618,2
15680,SkinTone,HydraWear Concealer,lip gloss,"Soft, creamy formula suitable for all skin types. Matte effect that lasts all day.","silica, shea butter, dimethicone, mica, water",8938,Medium
15681,FaceCraft,ShineLess Powder,lip gloss,High coverage and lightweight feel. Matte effect that lasts all day.,"glycerin, mica, cetearyl alcohol, iron oxides, tocopherol",5855,3
15682,AuraBeauty,CloudTint Cream Blush,lip gloss,"Soft, creamy formula suitable for all skin types. Intense color payoff with easy blendability.","tocopherol, aloe vera extract, dimethicone, silica, cetyl alcohol",5225,4
15683,ProLuxe,LashLift Mascara,lip gloss,Buildable coverage and comfortable wear all day. Matte effect that lasts all day.,"iron oxides, panthenol, glycerin, cetearyl alcohol, niacinamide",5036,4
15684,MakeUpArt,NudeBloom Lip Gloss,lip gloss,Moisturizing texture with natural finish. Long-lasting formula with smooth application.,"glycerin, vitamin e, cetyl alcohol, cetearyl alcohol, hyaluronic acid",3128,Peach
15685,Cosmetica,Velvet Touch Lipstick,lip gloss,"Long-lasting formula with smooth application. Soft, creamy formula suitable for all skin types.","iron oxides, niacinamide, tocopherol, panthenol, glycerin",2748,2
15686,BeautyPro,Radiant Glow Blush,lip gloss,"High coverage and lightweight feel. Soft, creamy formula suitable for all skin types.","cetyl alcohol, hyaluronic acid, glycerin, titanium dioxide, niacinamide",5714,5
15687,LuxeSkin,PureMatte Foundation,lip gloss,Long-lasting formula with smooth application. Moisturizing texture with natural finish.,"niacinamide, cetyl alcohol, hyaluronic acid, tocopherol, dimethicone",2198,4
15688,Glamora,SilkySmooth Mascara,lip gloss,Moisturizing texture with natural finish. Buildable coverage and comfortable wear all day.,"iron oxides, tocopherol, mica, cetearyl alcohol, dimethicone",7965,3
15689,ColorMuse,SoftBlend Eyeshadow,lip gloss,Long-lasting formula with smooth application. Moisturizing texture with natural finish.,"niacinamide, cetyl alcohol, aloe vera extract, tocopherol, vitamin e",1173,Nude
15690,SkinTone,HydraWear Concealer,lip gloss,"Soft, creamy formula suitable for all skin types. Intense color payoff with easy blendability.","dimethicone, iron oxides, panthenol, cetearyl alcohol, hyaluronic acid",3892,Rose
15691,FaceCraft,ShineLess Powder,lip gloss,Buildable coverage and comfortable wear all day. Moisturizing texture with natural finish.,"vitamin e, glycerin, silica, panthenol, mica",3144,Nude
15692,AuraBeauty,CloudTint Cream Blush,lip gloss,High coverage and lightweight feel. Long-lasting formula with smooth application.,"cetyl alcohol, panthenol, cetearyl alcohol, tocopherol, dimethicone",1998,Medium
15693,ProLuxe,LashLift Mascara,lip gloss,Infused with nourishing ingredients for radiant look. High coverage and lightweight feel.,"cetearyl alcohol, aloe vera extract, panthenol, mica, hyaluronic acid",3554,Deep
15694,MakeUpArt,NudeBloom Lip Gloss,lip gloss,Long-lasting formula with smooth application. Moisturizing texture with natural finish.,"water, niacinamide, tocopherol, aloe vera extract, dimethicone",7762,Rose
15695,Cosmetica,Velvet Touch Lipstick,lip gloss,Long-lasting formula with smooth application. Moisturizing texture with natural finish.,"vitamin e, water, glycerin, niacinamide, cetyl alcohol",8094,Light
15696,BeautyPro,Radiant Glow Blush,lip gloss,Moisturizing texture with natural finish. Intense color payoff with easy blendability.,"mica, glycerin, water, silica, panthenol",8568,Beige
15697,LuxeSkin,PureMatte Foundation,lip gloss,Infused with nourishing ingredients for radiant look. Buildable coverage and comfortable wear all day.,"titanium dioxide, hyaluronic acid, glycerin, panthenol, silica",3666,Nude
15698,Glamora,SilkySmooth Mascara,lip gloss,Matte effect that lasts all day. Moisturizing texture with natural finish.,"dimethicone, cetearyl alcohol, tocopherol, vitamin e, iron oxides",1867,1
15699,ColorMuse,SoftBlend Eyeshadow,lip gloss,Buildable coverage and comfortable wear all day. Matte effect that lasts all day.,"cetearyl alcohol, vitamin e, water, mica, dimethicone",1660,3
15700,SkinTone,HydraWear Concealer,lip gloss,High coverage and lightweight feel. Long-lasting formula with smooth application.,"vitamin e, aloe vera extract, niacinamide, cetearyl alcohol, hyaluronic acid",2030,Light
15701,FaceCraft,ShineLess Powder,lip gloss,Infused with nourishing ingredients for radiant look. Long-lasting formula with smooth application.,"glycerin, titanium dioxide, cetyl alcohol, water, aloe vera extract",2406,4
15702,AuraBeauty,CloudTint Cream Blush,lip gloss,Intense color payoff with easy blendability. Moisturizing texture with natural finish.,"niacinamide, vitamin e, titanium dioxide, hyaluronic acid, dimethicone",7292,Deep
15703,ProLuxe,LashLift Mascara,lip gloss,"Long-lasting formula with smooth application. Soft, creamy formula suitable for all skin types.","iron oxides, titanium dioxide, niacinamide, cetyl alcohol, dimethicone",8371,3
15704,MakeUpArt,NudeBloom Lip Gloss,lip gloss,Moisturizing texture with natural finish. High coverage and lightweight feel.,"panthenol, cetyl alcohol, cetearyl alcohol, vitamin e, water",4070,Light
15705,Cosmetica,Velvet Touch Lipstick,lip gloss,Buildable coverage and comfortable wear all day. Intense color payoff with easy blendability.,"shea butter, titanium dioxide, niacinamide, glycerin, cetyl alcohol",6689,Deep
15706,BeautyPro,Radiant Glow Blush,lip gloss,Moisturizing texture with natural finish. Long-lasting formula with smooth application.,"dimethicone, panthenol, iron oxides, niacinamide, mica",5636,4
15707,LuxeSkin,PureMatte Foundation,lip gloss,Intense color payoff with easy blendability. Long-lasting formula with smooth application.,"titanium dioxide, niacinamide, water, dimethicone, cetearyl alcohol",6398,Light
15708,Glamora,SilkySmooth Mascara,lip gloss,"Soft, creamy formula suitable for all skin types. Intense color payoff with easy blendability.","glycerin, hyaluronic acid, panthenol, cetearyl alcohol, aloe vera extract",2793,1
15709,ColorMuse,SoftBlend Eyeshadow,lip gloss,Infused with nourishing ingredients for radiant look. Intense color payoff with easy blendability.,"hyaluronic acid, mica, panthenol, dimethicone, silica",2058,5
15710,SkinTone,HydraWear Concealer,lip gloss,Buildable coverage and comfortable wear all day. High coverage and lightweight feel.,"tocopherol, aloe vera extract, hyaluronic acid, niacinamide, silica",2916,Tan
15711,FaceCraft,ShineLess Powder,lip gloss,Matte effect that lasts all day. Moisturizing texture with natural finish.,"water, panthenol, iron oxides, aloe vera extract, shea butter",7766,Medium
15712,AuraBeauty,CloudTint Cream Blush,lip gloss,Moisturizing texture with natural finish. High coverage and lightweight feel.,"titanium dioxide, panthenol, cetearyl alcohol, aloe vera extract, glycerin",6839,Tan
15713,ProLuxe,LashLift Mascara,lip gloss,Buildable coverage and comfortable wear all day. Moisturizing texture with natural finish.,"iron oxides, water, dimethicone, cetearyl alcohol, glycerin",7759,4
15714,MakeUpArt,NudeBloom Lip Gloss,lip gloss,"Soft, creamy formula suitable for all skin types. Long-lasting formula with smooth application.","vitamin e, titanium dioxide, iron oxides, dimethicone, cetyl alcohol",6582,5
15715,Cosmetica,Velvet Touch Lipstick,lip gloss,Infused with nourishing ingredients for radiant look. Matte effect that lasts all day.,"vitamin e, glycerin, cetearyl alcohol, aloe vera extract, silica",926,4
15716,BeautyPro,Radiant Glow Blush,lip gloss,Moisturizing texture with natural finish. Buildable coverage and comfortable wear all day.,"glycerin, iron oxides, vitamin e, titanium dioxide, cetyl alcohol",597,Nude
15717,LuxeSkin,PureMatte Foundation,lip gloss,"Soft, creamy formula suitable for all skin types. Buildable coverage and comfortable wear all day.","mica, hyaluronic acid, panthenol, dimethicone, aloe vera extract",7302,Medium
15718,Glamora,SilkySmooth Mascara,lip gloss,"Intense color payoff with easy blendability. Soft, creamy formula suitable for all skin types.","titanium dioxide, panthenol, silica, mica, aloe vera extract",2879,Beige
15719,ColorMuse,SoftBlend Eyeshadow,lip gloss,"Soft, creamy formula suitable for all skin types. Infused with nourishing ingredients for radiant look.","hyaluronic acid, iron oxides, niacinamide, shea butter, water",6969,Peach
15720,SkinTone,HydraWear Concealer,lip gloss,Long-lasting formula with smooth application. Moisturizing texture with natural finish.,"niacinamide, iron oxides, shea butter, water, dimethicone",7524,4
15721,FaceCraft,ShineLess Powder,lip gloss,"Soft, creamy formula suitable for all skin types. Intense color payoff with easy blendability.","cetearyl alcohol, mica, aloe vera extract, vitamin e, water",7552,Beige
15722,AuraBeauty,CloudTint Cream Blush,lip gloss,"Infused with nourishing ingredients for radiant look. Soft, creamy formula suitable for all skin types.","vitamin e, aloe vera extract, titanium dioxide, water, glycerin",3849,Peach
15723,ProLuxe,LashLift Mascara,lip gloss,Moisturizing texture with natural finish. Long-lasting formula with smooth application.,"titanium dioxide, cetearyl alcohol, cetyl alcohol, shea butter, mica",5992,2
15724,MakeUpArt,NudeBloom Lip Gloss,lip gloss,Buildable coverage and comfortable wear all day. Intense color payoff with easy blendability.,"mica, titanium dioxide, silica, aloe vera extract, water",4486,1
15725,Cosmetica,Velvet Touch Lipstick,lip gloss,Matte effect that lasts all day. Buildable coverage and comfortable wear all day.,"titanium dioxide, cetearyl alcohol, mica, cetyl alcohol, shea butter",3853,Beige
15726,BeautyPro,Radiant Glow Blush,lip gloss,Buildable coverage and comfortable wear all day. Intense color payoff with easy blendability.,"water, silica, shea butter, panthenol, dimethicone",6349,Beige
15727,LuxeSkin,PureMatte Foundation,lip gloss,Intense color payoff with easy blendability. Matte effect that lasts all day.,"cetyl alcohol, water, silica, dimethicone, niacinamide",7403,Pink
15728,Glamora,SilkySmooth Mascara,lip gloss,Moisturizing texture with natural finish. Matte effect that lasts all day.,"tocopherol, iron oxides, shea butter, niacinamide, water",579,Rose
15729,ColorMuse,SoftBlend Eyeshadow,lip gloss,Matte effect that lasts all day. High coverage and lightweight feel.,"panthenol, dimethicone, mica, tocopherol, titanium dioxide",2781,Medium
15730,SkinTone,HydraWear Concealer,lip gloss,High coverage and lightweight feel. Moisturizing texture with natural finish.,"niacinamide, cetearyl alcohol, mica, shea butter, cetyl alcohol",8884,2
15731,FaceCraft,ShineLess Powder,lip gloss,Matte effect that lasts all day. Buildable coverage and comfortable wear all day.,"mica, niacinamide, panthenol, cetearyl alcohol, shea butter",7997,Rose
15732,AuraBeauty,CloudTint Cream Blush,lip gloss,"Soft, creamy formula suitable for all skin types. High coverage and lightweight feel.","aloe vera extract, tocopherol, iron oxides, vitamin e, glycerin",5905,Tan
15733,ProLuxe,LashLift Mascara,lip gloss,Buildable coverage and comfortable wear all day. High coverage and lightweight feel.,"niacinamide, hyaluronic acid, tocopherol, cetearyl alcohol, cetyl alcohol",2105,2
15734,MakeUpArt,NudeBloom Lip Gloss,lip gloss,Infused with nourishing ingredients for radiant look. Intense color payoff with easy blendability.,"glycerin, titanium dioxide, aloe vera extract, tocopherol, panthenol",7889,Deep
15735,Cosmetica,Velvet Touch Lipstick,lip gloss,Intense color payoff with easy blendability. Moisturizing texture with natural finish.,"tocopherol, aloe vera extract, silica, shea butter, mica",518,Peach
15736,BeautyPro,Radiant Glow Blush,lip gloss,Moisturizing texture with natural finish. Intense color payoff with easy blendability.,"dimethicone, niacinamide, panthenol, glycerin, silica",6879,3
15737,LuxeSkin,PureMatte Foundation,lip gloss,Matte effect that lasts all day. Intense color payoff with easy blendability.,"panthenol, shea butter, iron oxides, silica, tocopherol",4883,2
15738,Glamora,SilkySmooth Mascara,lip gloss,"Soft, creamy formula suitable for all skin types. Matte effect that lasts all day.","vitamin e, water, niacinamide, cetyl alcohol, cetearyl alcohol",3256,1
15739,ColorMuse,SoftBlend Eyeshadow,lip gloss,Matte effect that lasts all day. Infused with nourishing ingredients for radiant look.,"dimethicone, aloe vera extract, glycerin, cetyl alcohol, niacinamide",7281,Deep
15740,SkinTone,HydraWear Concealer,lip gloss,"Moisturizing texture with natural finish. Soft, creamy formula suitable for all skin types.","niacinamide, vitamin e, cetyl alcohol, tocopherol, iron oxides",5985,3
15741,FaceCraft,ShineLess Powder,lip gloss,Long-lasting formula with smooth application. Matte effect that lasts all day.,"cetearyl alcohol, titanium dioxide, niacinamide, cetyl alcohol, aloe vera extract",1708,Pink
