ID,brand,name,category,description,ingredients,price_rsd,shade
3683,Lancôme,Radiant Eyeshadow Palette - Edition,eyeshadow palette,Radiant Eyeshadow Palette - Edition by Lancôme — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"iron oxides, glycerin, mica, aloe barbadensis leaf juice",37462,Peach
3684,Marc Jacobs,Satin Eyeshadow Palette - Collection,eyeshadow palette,Satin Eyeshadow Palette - Collection by Marc Jacobs — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"fragrance (parfum), titanium dioxide, glycerin, dimethicone, octyldodecanol, phenoxyethanol",4709,Petal
3685,Chanel,Ultra Eyeshadow Palette,eyeshadow palette,Ultra Eyeshadow Palette by Chanel — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"squalane, iron oxides, mica, octyldodecanol",5270,Buff
3686,Tom Ford,Luxury Eyeshadow Palette - Alternative 565,eyeshadow palette,Luxury Eyeshadow Palette by Tom Ford — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"caprylic/capric triglyceride, titanium dioxide, camellia sinensis leaf extract, hyaluronic acid, fragrance (parfum), ethylhexylglycerin, squalane, glycerin, cyclopentasiloxane",17068,Warm Sand
3687,Givenchy,Longwear Eyeshadow Palette - Alternative 566,eyeshadow palette,Longwear Eyeshadow Palette by Givenchy — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"mica, phenoxyethanol, glycerin, cyclopentasiloxane, iron oxides, ethylhexylglycerin, squalane",8319,Beige
3688,Sisley,Hydra Eyeshadow Palette,eyeshadow palette,Hydra Eyeshadow Palette by Sisley — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"ethylhexylglycerin, camellia sinensis leaf extract, titanium dioxide, caprylic/capric triglyceride, glycerin, dimethicone, iron oxides, hyaluronic acid, kaempferia extract, kaolin",5108,Crimson
3689,Shiseido,Creamy Eyeshadow Palette,eyeshadow palette,Creamy Eyeshadow Palette by Shiseido — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"mica, talc, butyrospermum parkii (shea) butter, squalane, hyaluronic acid",5153,Mocha
3690,Sisley Paris,Luxury Eyeshadow Palette - Edition,eyeshadow palette,Luxury Eyeshadow Palette - Edition by Sisley Paris — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"butyrospermum parkii (shea) butter, silica, cetearyl alcohol, aloe barbadensis leaf juice, cyclopentasiloxane, talc, kaempferia extract, fragrance (parfum), dimethicone, ethylhexylglycerin",13108,Almond
3691,Chanel,Sheer Eyeshadow Palette,eyeshadow palette,Sheer Eyeshadow Palette by Chanel — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaolin, octyldodecanol, glycerin, iron oxides, butyrospermum parkii (shea) butter, cetearyl alcohol, silica, fragrance (parfum), squalane, talc",24134,Topaz
3692,Shiseido,Creamy Eyeshadow Palette - Signature,eyeshadow palette,Creamy Eyeshadow Palette - Signature by Shiseido — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"camellia sinensis leaf extract, caprylic/capric triglyceride, fragrance (parfum), iron oxides, octyldodecanol",43647,Sand
3693,Dolce & Gabbana,Hydra Eyeshadow Palette - Edition - Alternative 567,eyeshadow palette,Hydra Eyeshadow Palette - Edition by Dolce & Gabbana — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"caprylic/capric triglyceride, camellia sinensis leaf extract, cetearyl alcohol, dimethicone",27982,Peony
3694,Estée Lauder,Ultra Eyeshadow Palette - No. 87,eyeshadow palette,Ultra Eyeshadow Palette - No. 87 by Estée Lauder — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"squalane, ethylhexylglycerin, camellia sinensis leaf extract, phenoxyethanol, cyclopentasiloxane, iron oxides, mica, octyldodecanol, talc",6197,Crimson
3695,Givenchy,Infused Eyeshadow Palette,eyeshadow palette,Infused Eyeshadow Palette by Givenchy — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"talc, dimethicone, iron oxides, kaolin",4076,Beige
3696,Sisley,Sheer Eyeshadow Palette - Collection,eyeshadow palette,Sheer Eyeshadow Palette - Collection by Sisley — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"squalane, caprylic/capric triglyceride, aloe barbadensis leaf juice, iron oxides, talc, cyclopentasiloxane, kaolin",9436,Coral
3697,Dior,Intense Eyeshadow Palette,eyeshadow palette,Intense Eyeshadow Palette by Dior — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaempferia extract, fragrance (parfum), ethylhexylglycerin, camellia sinensis leaf extract, dimethicone, hyaluronic acid, glycerin, squalane",5634,Fuchsia
3698,Clé de Peau,Luxury Eyeshadow Palette,eyeshadow palette,Luxury Eyeshadow Palette by Clé de Peau — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"caprylic/capric triglyceride, octyldodecanol, phenoxyethanol, iron oxides, glycerin",7372,Caramel
3699,Guerlain,Hydra Eyeshadow Palette,eyeshadow palette,Hydra Eyeshadow Palette by Guerlain — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"glycerin, dimethicone, caprylic/capric triglyceride, hyaluronic acid, cetearyl alcohol, kaempferia extract, silica, squalane, ethylhexylglycerin",8914,Peony
3700,Givenchy,Intense Eyeshadow Palette - Signature,eyeshadow palette,Intense Eyeshadow Palette - Signature by Givenchy — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaempferia extract, squalane, phenoxyethanol, cyclopentasiloxane, octyldodecanol, caprylic/capric triglyceride, titanium dioxide, mica, butyrospermum parkii (shea) butter, iron oxides",39419,Bronze
3701,Lancôme,Pure Eyeshadow Palette,eyeshadow palette,Pure Eyeshadow Palette by Lancôme — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"octyldodecanol, mica, talc, camellia sinensis leaf extract, ethylhexylglycerin, hyaluronic acid",21245,Rose
3702,Dolce & Gabbana,Silk Eyeshadow Palette - Alternative 568,eyeshadow palette,Silk Eyeshadow Palette by Dolce & Gabbana — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"titanium dioxide, iron oxides, camellia sinensis leaf extract, phenoxyethanol, kaempferia extract, hyaluronic acid",24776,Bronze
3703,Lancôme,Creamy Eyeshadow Palette - Edition,eyeshadow palette,Creamy Eyeshadow Palette - Edition by Lancôme — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"phenoxyethanol, kaolin, hyaluronic acid, iron oxides",7772,Mocha
3704,Dior,Glow Eyeshadow Palette - Exclusive,eyeshadow palette,Glow Eyeshadow Palette - Exclusive by Dior — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"aloe barbadensis leaf juice, butyrospermum parkii (shea) butter, mica, fragrance (parfum), kaempferia extract, hyaluronic acid, silica",5727,Sand
3705,Chanel,Hydra Eyeshadow Palette - No. 27,eyeshadow palette,Hydra Eyeshadow Palette - No. 27 by Chanel — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaempferia extract, butyrospermum parkii (shea) butter, kaolin, dimethicone, fragrance (parfum)",17971,Caramel
3706,Chanel,Matte Eyeshadow Palette,eyeshadow palette,Matte Eyeshadow Palette by Chanel — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"mica, camellia sinensis leaf extract, iron oxides, aloe barbadensis leaf juice, kaolin, dimethicone, fragrance (parfum), silica",48675,Gold
3707,Givenchy,Intense Eyeshadow Palette - Edition - Alternative 569,eyeshadow palette,Intense Eyeshadow Palette - Edition by Givenchy — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"silica, kaempferia extract, ethylhexylglycerin, aloe barbadensis leaf juice, camellia sinensis leaf extract, talc, kaolin, titanium dioxide",31868,Caramel
3708,Tom Ford,Ultra Eyeshadow Palette - Signature - Alternative 570,eyeshadow palette,Ultra Eyeshadow Palette - Signature by Tom Ford — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"phenoxyethanol, aloe barbadensis leaf juice, mica, camellia sinensis leaf extract, octyldodecanol, butyrospermum parkii (shea) butter, ethylhexylglycerin, kaempferia extract, cyclopentasiloxane",6492,Peach
3709,By Terry,Luxury Eyeshadow Palette,eyeshadow palette,Luxury Eyeshadow Palette by By Terry — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"caprylic/capric triglyceride, titanium dioxide, hyaluronic acid, talc, iron oxides, octyldodecanol, fragrance (parfum), cetearyl alcohol",18760,Shell
3710,Marc Jacobs,Perfect Eyeshadow Palette - No. 5,eyeshadow palette,Perfect Eyeshadow Palette - No. 5 by Marc Jacobs — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"cyclopentasiloxane, mica, octyldodecanol, silica",52231,Buff
3711,Chanel,Supreme Eyeshadow Palette,eyeshadow palette,Supreme Eyeshadow Palette by Chanel — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"glycerin, butyrospermum parkii (shea) butter, titanium dioxide, caprylic/capric triglyceride, talc, fragrance (parfum), mica, cyclopentasiloxane",36519,Nude
3712,Yves Saint Laurent,Pure Eyeshadow Palette - Exclusive,eyeshadow palette,Pure Eyeshadow Palette - Exclusive by Yves Saint Laurent — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"camellia sinensis leaf extract, phenoxyethanol, butyrospermum parkii (shea) butter, talc, iron oxides, cyclopentasiloxane, dimethicone, octyldodecanol, caprylic/capric triglyceride, glycerin",15600,Sand
3713,Valentino Beauty,Silk Eyeshadow Palette - Alternative 571,eyeshadow palette,Silk Eyeshadow Palette by Valentino Beauty — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"octyldodecanol, hyaluronic acid, caprylic/capric triglyceride, dimethicone, iron oxides",37651,Porcelain
3714,Yves Saint Laurent,Velvety Eyeshadow Palette,eyeshadow palette,Velvety Eyeshadow Palette by Yves Saint Laurent — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"octyldodecanol, talc, caprylic/capric triglyceride, squalane, kaolin, phenoxyethanol, cetearyl alcohol, kaempferia extract, ethylhexylglycerin, butyrospermum parkii (shea) butter",32293,Peach
3715,Shiseido,Velvety Eyeshadow Palette,eyeshadow palette,Velvety Eyeshadow Palette by Shiseido — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"butyrospermum parkii (shea) butter, caprylic/capric triglyceride, silica, octyldodecanol, titanium dioxide, glycerin, camellia sinensis leaf extract, mica",11373,Porcelain
3716,Tom Ford,Creamy Eyeshadow Palette,eyeshadow palette,Creamy Eyeshadow Palette by Tom Ford — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaempferia extract, phenoxyethanol, squalane, dimethicone, talc, iron oxides, aloe barbadensis leaf juice",8162,Caramel
3717,Valentino Beauty,Sheer Eyeshadow Palette,eyeshadow palette,Sheer Eyeshadow Palette by Valentino Beauty — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"talc, ethylhexylglycerin, kaolin, titanium dioxide, kaempferia extract, iron oxides, caprylic/capric triglyceride, dimethicone",17475,Buff
3718,NARS,Hydra Eyeshadow Palette - No. 66,eyeshadow palette,Hydra Eyeshadow Palette - No. 66 by NARS — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"butyrospermum parkii (shea) butter, dimethicone, phenoxyethanol, iron oxides, kaempferia extract, camellia sinensis leaf extract, ethylhexylglycerin, aloe barbadensis leaf juice, fragrance (parfum), talc",17819,Ivory
3719,Bobbi Brown,Pure Eyeshadow Palette - Edition,eyeshadow palette,Pure Eyeshadow Palette - Edition by Bobbi Brown — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"fragrance (parfum), cetearyl alcohol, hyaluronic acid, squalane, talc",53540,Buff
3720,By Terry,Infused Eyeshadow Palette,eyeshadow palette,Infused Eyeshadow Palette by By Terry — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"hyaluronic acid, dimethicone, mica, cyclopentasiloxane",10253,Gold
3721,Guerlain,Velvety Eyeshadow Palette - Exclusive,eyeshadow palette,Velvety Eyeshadow Palette - Exclusive by Guerlain — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"caprylic/capric triglyceride, camellia sinensis leaf extract, phenoxyethanol, kaolin, ethylhexylglycerin",8968,Ivory
3722,Laura Mercier,Luxury Eyeshadow Palette - Collection,eyeshadow palette,Luxury Eyeshadow Palette - Collection by Laura Mercier — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"fragrance (parfum), hyaluronic acid, ethylhexylglycerin, camellia sinensis leaf extract, caprylic/capric triglyceride, talc, mica",10949,Beige
3723,Tom Ford,Ultra Eyeshadow Palette - Exclusive,eyeshadow palette,Ultra Eyeshadow Palette - Exclusive by Tom Ford — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaempferia extract, squalane, caprylic/capric triglyceride, glycerin, kaolin, ethylhexylglycerin, cetearyl alcohol, fragrance (parfum)",24504,Gold
3724,Shiseido,Satin Eyeshadow Palette - Alternative 572,eyeshadow palette,Satin Eyeshadow Palette by Shiseido — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"squalane, butyrospermum parkii (shea) butter, cetearyl alcohol, octyldodecanol, kaempferia extract, glycerin, caprylic/capric triglyceride, camellia sinensis leaf extract, dimethicone",57018,Warm Sand
3725,NARS,Weightless Eyeshadow Palette,eyeshadow palette,Weightless Eyeshadow Palette by NARS — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"dimethicone, kaolin, ethylhexylglycerin, fragrance (parfum), talc",19177,Porcelain
3726,Sisley Paris,Supreme Eyeshadow Palette,eyeshadow palette,Supreme Eyeshadow Palette by Sisley Paris — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"ethylhexylglycerin, dimethicone, iron oxides, aloe barbadensis leaf juice, kaolin, fragrance (parfum), talc",4344,Topaz
3727,Tom Ford,Ultra Eyeshadow Palette - Exclusive - Alternative 573,eyeshadow palette,Ultra Eyeshadow Palette - Exclusive by Tom Ford — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaolin, camellia sinensis leaf extract, octyldodecanol, dimethicone, fragrance (parfum), silica, kaempferia extract, phenoxyethanol, glycerin, cyclopentasiloxane",10582,Warm Sand
3728,Hermès Beauty,Glow Eyeshadow Palette - Exclusive,eyeshadow palette,Glow Eyeshadow Palette - Exclusive by Hermès Beauty — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"camellia sinensis leaf extract, iron oxides, aloe barbadensis leaf juice, caprylic/capric triglyceride, cyclopentasiloxane, kaempferia extract",22677,Deep Cocoa
3729,Guerlain,Luminous Eyeshadow Palette - Signature,eyeshadow palette,Luminous Eyeshadow Palette - Signature by Guerlain — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"talc, mica, fragrance (parfum), phenoxyethanol, silica, caprylic/capric triglyceride, camellia sinensis leaf extract, dimethicone, octyldodecanol",27486,Peony
3730,Pat McGrath,Ultra Eyeshadow Palette - Collection,eyeshadow palette,Ultra Eyeshadow Palette - Collection by Pat McGrath — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"fragrance (parfum), cyclopentasiloxane, titanium dioxide, silica, aloe barbadensis leaf juice",10759,Sand
3731,Bobbi Brown,Perfect Eyeshadow Palette,eyeshadow palette,Perfect Eyeshadow Palette by Bobbi Brown — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaempferia extract, dimethicone, talc, iron oxides, caprylic/capric triglyceride",53932,Deep Cocoa
3732,Laura Mercier,Silk Eyeshadow Palette - Edition,eyeshadow palette,Silk Eyeshadow Palette - Edition by Laura Mercier — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"dimethicone, camellia sinensis leaf extract, caprylic/capric triglyceride, hyaluronic acid, octyldodecanol, silica, butyrospermum parkii (shea) butter",4964,Coral
3733,Lancôme,Infused Eyeshadow Palette - Signature - Alternative 574,eyeshadow palette,Infused Eyeshadow Palette - Signature by Lancôme — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"titanium dioxide, squalane, iron oxides, cyclopentasiloxane, talc, kaempferia extract",39457,Crimson
3734,Estée Lauder,Satin Eyeshadow Palette - Edition,eyeshadow palette,Satin Eyeshadow Palette - Edition by Estée Lauder — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"squalane, mica, camellia sinensis leaf extract, titanium dioxide, silica",4109,Nude
3735,Marc Jacobs,Pure Eyeshadow Palette - Alternative 575,eyeshadow palette,Pure Eyeshadow Palette by Marc Jacobs — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"octyldodecanol, camellia sinensis leaf extract, phenoxyethanol, kaolin",36791,Gold
3736,Dior,Infused Eyeshadow Palette,eyeshadow palette,Infused Eyeshadow Palette by Dior — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"octyldodecanol, talc, glycerin, dimethicone, butyrospermum parkii (shea) butter",26022,Rose
3737,Valentino Beauty,Sheer Eyeshadow Palette - Alternative 576,eyeshadow palette,Sheer Eyeshadow Palette by Valentino Beauty — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"fragrance (parfum), cyclopentasiloxane, butyrospermum parkii (shea) butter, glycerin, hyaluronic acid, aloe barbadensis leaf juice, iron oxides, camellia sinensis leaf extract",41183,Honey
3738,Marc Jacobs,Silk Eyeshadow Palette - Signature,eyeshadow palette,Silk Eyeshadow Palette - Signature by Marc Jacobs — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"ethylhexylglycerin, aloe barbadensis leaf juice, glycerin, caprylic/capric triglyceride, kaempferia extract, cetearyl alcohol",6266,Ivory
3739,Dolce & Gabbana,Glow Eyeshadow Palette,eyeshadow palette,Glow Eyeshadow Palette by Dolce & Gabbana — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"fragrance (parfum), dimethicone, mica, camellia sinensis leaf extract, cyclopentasiloxane, glycerin, ethylhexylglycerin, butyrospermum parkii (shea) butter, squalane",13099,Deep Cocoa
3740,Sisley Paris,Creamy Eyeshadow Palette - Edition,eyeshadow palette,Creamy Eyeshadow Palette - Edition by Sisley Paris — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"titanium dioxide, glycerin, aloe barbadensis leaf juice, kaempferia extract, hyaluronic acid, cetearyl alcohol, iron oxides, dimethicone",34822,Fuchsia
3741,Yves Saint Laurent,Perfect Eyeshadow Palette,eyeshadow palette,Perfect Eyeshadow Palette by Yves Saint Laurent — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"butyrospermum parkii (shea) butter, talc, dimethicone, caprylic/capric triglyceride, cetearyl alcohol",19079,Mocha
3742,NARS,Silk Eyeshadow Palette - Alternative 577,eyeshadow palette,Silk Eyeshadow Palette by NARS — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"dimethicone, ethylhexylglycerin, fragrance (parfum), cetearyl alcohol, titanium dioxide, aloe barbadensis leaf juice, iron oxides, mica, cyclopentasiloxane",36350,Nude
3743,Hourglass,Infused Eyeshadow Palette - Edition - Alternative 578,eyeshadow palette,Infused Eyeshadow Palette - Edition by Hourglass — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"fragrance (parfum), phenoxyethanol, octyldodecanol, butyrospermum parkii (shea) butter, glycerin, talc, hyaluronic acid, aloe barbadensis leaf juice, ethylhexylglycerin",9253,Petal
3744,Chanel,Pure Eyeshadow Palette,eyeshadow palette,Pure Eyeshadow Palette by Chanel — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"silica, cetearyl alcohol, dimethicone, camellia sinensis leaf extract, phenoxyethanol, cyclopentasiloxane, mica, talc, fragrance (parfum), kaempferia extract",10899,Buff
3745,Pat McGrath,Pure Eyeshadow Palette,eyeshadow palette,Pure Eyeshadow Palette by Pat McGrath — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"silica, camellia sinensis leaf extract, squalane, octyldodecanol, mica",11808,Espresso
3746,Armani,Velvet Eyeshadow Palette,eyeshadow palette,Velvet Eyeshadow Palette by Armani — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"mica, glycerin, titanium dioxide, octyldodecanol, squalane, fragrance (parfum), talc, ethylhexylglycerin, cetearyl alcohol",54725,Bronze
3747,Clé de Peau,Matte Eyeshadow Palette,eyeshadow palette,Matte Eyeshadow Palette by Clé de Peau — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"squalane, butyrospermum parkii (shea) butter, talc, fragrance (parfum), caprylic/capric triglyceride, cetearyl alcohol, camellia sinensis leaf extract",31001,Sand
3748,Hermès Beauty,Supreme Eyeshadow Palette,eyeshadow palette,Supreme Eyeshadow Palette by Hermès Beauty — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"cyclopentasiloxane, hyaluronic acid, butyrospermum parkii (shea) butter, phenoxyethanol, ethylhexylglycerin, talc, mica, dimethicone, squalane, silica",15046,Brick
3749,Laura Mercier,Pure Eyeshadow Palette,eyeshadow palette,Pure Eyeshadow Palette by Laura Mercier — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"caprylic/capric triglyceride, hyaluronic acid, butyrospermum parkii (shea) butter, cyclopentasiloxane, dimethicone, titanium dioxide, cetearyl alcohol, phenoxyethanol, octyldodecanol, camellia sinensis leaf extract",13705,Ivory
3750,Tom Ford,Radiant Eyeshadow Palette,eyeshadow palette,Radiant Eyeshadow Palette by Tom Ford — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"phenoxyethanol, aloe barbadensis leaf juice, silica, mica, octyldodecanol, caprylic/capric triglyceride, talc, dimethicone",29800,Peony
3751,Guerlain,Infused Eyeshadow Palette - Alternative 579,eyeshadow palette,Infused Eyeshadow Palette by Guerlain — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"ethylhexylglycerin, aloe barbadensis leaf juice, butyrospermum parkii (shea) butter, kaolin",13174,Deep Cocoa
3752,Hourglass,Longwear Eyeshadow Palette - Collection,eyeshadow palette,Longwear Eyeshadow Palette - Collection by Hourglass — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"dimethicone, ethylhexylglycerin, butyrospermum parkii (shea) butter, iron oxides, squalane, silica, phenoxyethanol",27660,Beige
3753,Pat McGrath,Creamy Eyeshadow Palette - Collection,eyeshadow palette,Creamy Eyeshadow Palette - Collection by Pat McGrath — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"squalane, camellia sinensis leaf extract, aloe barbadensis leaf juice, kaolin, titanium dioxide, glycerin",55256,Shell
3754,Hourglass,Weightless Eyeshadow Palette - Exclusive,eyeshadow palette,Weightless Eyeshadow Palette - Exclusive by Hourglass — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaempferia extract, ethylhexylglycerin, octyldodecanol, caprylic/capric triglyceride, talc, cetearyl alcohol, fragrance (parfum)",54697,Almond
3755,Valentino Beauty,Longwear Eyeshadow Palette - Edition,eyeshadow palette,Longwear Eyeshadow Palette - Edition by Valentino Beauty — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"phenoxyethanol, cetearyl alcohol, kaolin, mica, glycerin",15151,Rose
3756,Marc Jacobs,Velvety Eyeshadow Palette - Alternative 580,eyeshadow palette,Velvety Eyeshadow Palette by Marc Jacobs — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"dimethicone, silica, butyrospermum parkii (shea) butter, phenoxyethanol, iron oxides, kaolin, fragrance (parfum)",33184,Peach
3757,Givenchy,Luxury Eyeshadow Palette,eyeshadow palette,Luxury Eyeshadow Palette by Givenchy — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"iron oxides, talc, caprylic/capric triglyceride, glycerin, ethylhexylglycerin, aloe barbadensis leaf juice",17737,Rose
3758,Hermès Beauty,Creamy Eyeshadow Palette - Collection,eyeshadow palette,Creamy Eyeshadow Palette - Collection by Hermès Beauty — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"hyaluronic acid, talc, silica, iron oxides, butyrospermum parkii (shea) butter, ethylhexylglycerin, aloe barbadensis leaf juice",47614,Beige
3759,Hourglass,Perfect Eyeshadow Palette,eyeshadow palette,Perfect Eyeshadow Palette by Hourglass — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"hyaluronic acid, phenoxyethanol, cyclopentasiloxane, silica, kaempferia extract, ethylhexylglycerin, octyldodecanol",50788,Honey
3760,Dior,Weightless Eyeshadow Palette,eyeshadow palette,Weightless Eyeshadow Palette by Dior — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"aloe barbadensis leaf juice, caprylic/capric triglyceride, kaempferia extract, dimethicone, butyrospermum parkii (shea) butter, hyaluronic acid, glycerin",42357,Almond
3761,Laura Mercier,Velvety Eyeshadow Palette - Collection,eyeshadow palette,Velvety Eyeshadow Palette - Collection by Laura Mercier — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"silica, fragrance (parfum), dimethicone, kaempferia extract, ethylhexylglycerin, titanium dioxide, kaolin, iron oxides",4042,Warm Sand
